category,dataset,split,image,error
english,ICDAR2017cBAD_Complex,test,000335,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000676,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000664,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000787,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000986,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000494,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000807,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000809,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000760,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000017,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000485,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000824,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000695,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000817,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000976,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000383,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000083,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000363,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000915,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000076,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000436,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000203,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000215,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000727,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000707,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000395,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000533,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000735,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000966,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000115,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000598,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000285,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000156,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000602,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000143,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000872,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000766,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000534,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000686,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000848,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000260,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000749,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000660,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000580,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000258,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000304,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000651,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000614,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000188,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000812,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000138,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000536,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000140,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000920,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000659,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000518,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000967,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000396,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000641,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000546,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000522,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000716,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000984,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000896,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000573,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000065,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000756,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000080,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000173,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000174,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000851,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000842,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000216,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000999,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000503,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000293,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000021,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000762,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000783,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000059,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000635,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000270,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000892,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000535,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000754,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000434,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000746,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000859,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000091,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000655,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000198,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000544,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000613,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000744,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000831,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000560,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000300,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000605,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000486,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000356,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000658,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000745,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000624,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000685,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000426,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000496,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000938,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000187,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000090,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000810,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000252,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000529,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000697,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000034,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000611,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000752,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000904,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000454,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000200,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000828,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000319,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000347,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000971,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000220,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000961,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000345,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000098,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000288,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000665,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000846,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000332,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000359,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000463,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000816,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000391,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000625,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000419,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000427,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000423,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000149,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000959,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000313,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000161,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000211,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000082,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000504,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000035,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000980,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000327,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000197,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000645,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000640,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000384,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000914,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000722,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000492,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000674,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000882,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000437,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000615,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000736,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000031,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000255,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000983,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000078,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000550,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000747,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000841,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000585,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000642,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000095,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000489,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000299,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000127,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000564,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000190,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000369,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000820,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000943,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000318,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000563,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000366,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000939,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000263,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000265,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000116,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000666,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000671,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000118,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000242,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000801,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000323,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000259,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000394,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000547,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000092,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000871,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000575,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000018,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000196,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000901,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000926,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000570,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000015,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000250,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000141,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000026,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000958,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000499,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000330,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000137,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000998,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000670,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000071,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000416,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000194,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000604,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000072,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000131,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000307,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000229,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000623,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000874,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000343,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000451,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000470,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000024,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000907,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000993,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000234,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000088,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000753,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000630,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000885,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000014,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000120,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000502,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000633,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000266,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000826,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000402,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000890,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000178,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000714,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000184,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000905,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000027,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000876,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000466,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000443,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000864,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000314,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000679,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000201,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000381,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000219,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000438,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000175,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000814,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000374,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000058,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000063,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000774,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000464,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000881,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000893,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000093,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000150,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000310,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000778,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000162,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000953,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000209,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000765,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000646,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000385,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000858,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000212,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000488,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000879,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000281,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000648,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000199,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000126,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000903,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000725,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000509,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000948,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000208,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000379,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001007,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000713,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000375,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000142,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000567,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000562,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000002,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000289,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000493,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000393,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000978,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000182,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000148,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000481,"FileNotFoundError(2, 'No such file or directory')"
